url,titre,description,prix_numeric,couleurs,matières,type,image,dominant_colors_array,color_names,dominant_colors,flattened_colors
https://www.miumiu.com/fr/fr/p/pantalon-en-coton-panama-avec-ceinture/MP1855_12NS_F0008_S_OOO,Pantalon En Coton Panama Avec Ceinture Bleu | Miu Miu,"Ce pantalon en coton Panama se distingue par ses lignes soignées, inspirées des tenues de scouts, et par sa ceinture élastique ornée du logo, qui lui confère une touche unique. ",1850.0,['bleu'],['coton'],Pantalon,https://www.miumiu.com/content/dam/miumiubkg_products/M/MP1/MP1855/12NSF0008/MP1855_12NS_F0008_S_OOO_SLF.jpg,,"['bleu', 'black', 'dimgray', 'darkslategray', 'darkslategray']","[[ 17  16  22]
 [125 115 104]
 [ 39  39  47]
 [ 78  67  62]]","[17, 16, 22, 125, 115, 104, 39, 39, 47, 78, 67, 62, 0, 0, 0]"
https://www.miumiu.com/fr/fr/p/veste-de-camionneur-en-denim-et-popeline/GWB247_16T1_F0013_S_OOO,Veste De Camionneur En Denim Et Popeline Bleu Saphir | Miu Miu,"Cette veste de camionneur à la coupe ample est confectionnée en denim délavé à la pierre rappelant le style des années 1990. Elle est agrémentée de détails à bord brut et d’empiècements en popeline bleu barbeau typiques du langage esthétique de Miu Miu, qui lui confèrent une touche vintage expérimentale. ",1650.0,"['bleu', 'bleu saphir', 'lin']","['denim', 'lin']",Veste,https://www.miumiu.com/content/dam/miumiubkg_products/G/GWB/GWB247/16T1F0013/GWB247_16T1_F0013_S_OOO_SLF.jpg,,"['bleu', 'bleu saphir', 'lin', 'slategray', 'darkslategray', 'gray', 'darkslategray', 'steelblue']","[[104 126 138]
 [ 29  43  50]
 [145 143 135]
 [ 50  71  85]
 [ 77 150 204]]","[104, 126, 138, 29, 43, 50, 145, 143, 135, 50, 71, 85, 77, 150, 204]"
https://www.miumiu.com/fr/fr/p/jean-cinq-poches-en-denim-et-popeline/GWP555_16T1_F0013_S_OOO,Jean Cinq Poches En Denim Et Popeline Bleu Saphir | Miu Miu,"Ce jean coupe regular est confectionné en denim délavé à la pierre rappelant le style des années 1990. Il est agrémenté de détails à bord brut et d’empiècements en popeline bleu barbeau typiques du langage esthétique de Miu Miu, qui lui confèrent un look vintage. ",990.0,"['bleu', 'bleu saphir', 'lin']","['denim', 'lin']",Jean,https://www.miumiu.com/content/dam/miumiubkg_products/G/GWP/GWP555/16T1F0013/GWP555_16T1_F0013_S_OOO_SLF.jpg,,"['bleu', 'bleu saphir', 'lin', 'gainsboro', 'dimgray', 'dimgray', 'darkslategray', 'black']","[[231 227 218]
 [ 81  98 114]
 [126 110  93]
 [ 51  61  70]
 [ 27  32  38]]","[231, 227, 218, 81, 98, 114, 126, 110, 93, 51, 61, 70, 27, 32, 38]"
https://www.miumiu.com/fr/fr/p/mini-sac-aventure-en-cuir-nappa/5BP090_2BBL_F0316_V_OOO,Mini Sac Aventure En Cuir Nappa Chêne | Miu Miu,Le mini sac Aventure en cuir nappa adopte une silhouette élégante. Cette version est sublimée par des proportions originales et le logo estampé qui signe ce sac intemporel de sa touche sobre.,2500.0,['chêne'],['cuir'],Mini,https://www.miumiu.com/content/dam/miumiubkg_products/5/5BP/5BP090/2BBLF0316/5BP090_2BBL_F0316_V_OOO_SLF.jpg,,"['chêne', 'saddlebrown', 'sienna', 'sienna', 'black', 'rosybrown']","[[ 91  53  34]
 [157 113  83]
 [132  83  55]
 [ 43  24  16]
 [165 137 115]]","[91, 53, 34, 157, 113, 83, 132, 83, 55, 43, 24, 16, 165, 137, 115]"
https://www.miumiu.com/fr/fr/p/accessoire-en-cuir/5TL516_2E6Y_F0032,Accessoire En Cuir Vanille | Miu Miu,Le design espiègle de ce porte-clés en cuir offre un style unique aux accessoires qu’il accompagne. Le logo lettres apporte une touche de finition iconique au modèle.,340.0,"['vanille', 'vanille']",['cuir'],Accessoire,https://www.miumiu.com/content/dam/miumiubkg_products/5/5TL/5TL516/2E6YF0032/5TL516_2E6Y_F0032_SLF.jpg,,"['vanille', 'vanille', 'darkkhaki', 'peru', 'saddlebrown', 'darkkhaki', 'saddlebrown']","[[209 178 107]
 [156 130  71]
 [ 84  63   8]
 [177 151  98]
 [117  92  16]]","[209, 178, 107, 156, 130, 71, 84, 63, 8, 177, 151, 98, 117, 92, 16]"
https://www.miumiu.com/fr/fr/p/robe-en-satin-de-coton-teinte-en-piece/MF5714_16MS_F0393_S_OOO,Robe En Satin De Coton Teinte En Pièce Vert Olive | Miu Miu,"Confectionnée en satin de coton, cette robe teinte en pièce est agrémentée de boutons dorés originaux et d’une ceinture à logo imprimé qui lui confèrent un charme vintage élégant. ",2200.0,"['vert', 'doré', 'dorés', 'olive']","['coton', 'satin']",Robe,https://www.miumiu.com/content/dam/miumiubkg_products/M/MF5/MF5714/16MSF0393/MF5714_16MS_F0393_S_OOO_SLF.jpg,,"['vert', 'doré', 'dorés', 'olive', 'sienna', 'darkslategray', 'darkolivegreen', 'gray']","[[149 122  78]
 [ 61  45  20]
 [113  90  54]
 [150 142 131]]","[149, 122, 78, 61, 45, 20, 113, 90, 54, 150, 142, 131, 0, 0, 0]"
https://www.miumiu.com/fr/fr/p/sneakers-tyre-en-tissu-technique-et-veau-velours/5E417E_ZJM_F0388_F_005,Sneakers Tyre En Tissu Technique Et Veau Velours Topaze | Miu Miu,"La Tyre allie élégance et fonctionnalité sportive. La semelle en gomme dynamique, souple et résistante rappelle le motif d’un pneu. Confectionnée en tissu technique et veau velours, cette version de la sneaker incarne l’identité audacieuse de Miu Miu. ",850.0,"['topaze', 'topaze']",['velours'],Sneakers,https://www.miumiu.com/content/dam/miumiubkg_products/5/5E4/5E417E/ZJMF0388/5E417E_ZJM_F0388_F_005_SLR.jpg,,"['topaze', 'topaze', 'sandybrown', 'darkgoldenrod', 'orange', 'sandybrown', 'gray']","[[221 178  78]
 [177 131  26]
 [239 175  15]
 [252 212  96]
 [146 117  91]]","[221, 178, 78, 177, 131, 26, 239, 175, 15, 252, 212, 96, 146, 117, 91]"
https://www.miumiu.com/fr/fr/p/pochette-en-gabardine/5NR038_2IA7_F04GO,Pochette En Gabardine Vert Olive/jaune | Miu Miu,"Cette pochette aux lignes polyvalentes est confectionnée en gabardine et brodée du logo ton sur ton. Elle est agrémentée d’un cordon de serrage en toile bicolore, élément emblématique du style Miu Miu. ",790.0,"['vert', 'jaune', 'blé', 'olive']",['coton'],Pochette,https://www.miumiu.com/content/dam/miumiubkg_products/5/5NR/5NR038/2IA7F04GO/5NR038_2IA7_F04GO_SLF.jpg,,"['vert', 'jaune', 'blé', 'olive', 'darkolivegreen', 'gold', 'gray', 'black', 'darkgoldenrod']","[[ 78  71  56]
 [248 193  19]
 [141 133 120]
 [ 38  32  23]
 [185 143  32]]","[78, 71, 56, 248, 193, 19, 141, 133, 120, 38, 32, 23, 185, 143, 32]"
https://www.miumiu.com/fr/fr/p/casquette-de-base-ball-en-denim/5HC369_2CR1_F0D2X,Casquette De Base-ball En Denim Beige/amarante | Miu Miu,"Confectionnée en denim, cette casquette de base-ball d’inspiration sportive est décorée du logo Miu Miu brodé. ",550.0,"['beige', 'amarante']",['denim'],Casquette,https://www.miumiu.com/content/dam/miumiubkg_products/5/5HC/5HC369/2CR1F0D2X/5HC369_2CR1_F0D2X_SLF.jpg,,"['beige', 'amarante', 'darkslategray', 'rosybrown', 'dimgray', 'gray', 'darkslategray']","[[ 54  40  36]
 [166 148 132]
 [110  94  72]
 [140 125 104]
 [ 67  64  66]]","[54, 40, 36, 166, 148, 132, 110, 94, 72, 140, 125, 104, 67, 64, 66]"
https://www.miumiu.com/fr/fr/p/bomber-en-satin-de-coton-teint-en-piece/ML1184_16MS_F0393_S_OOO,Bomber En Satin De Coton Teint En Pièce Vert Olive | Miu Miu,Ce blouson aviateur en satin de coton joue avec les codes du vestiaire masculin et se distingue par sa finition teinte en pièce qui lui confère une allure vintage audacieuse. ,2350.0,"['vert', 'lin', 'olive']","['coton', 'lin', 'satin']",Bomber,https://www.miumiu.com/content/dam/miumiubkg_products/M/ML1/ML1184/16MSF0393/ML1184_16MS_F0393_S_OOO_SLF.jpg,,"['vert', 'lin', 'olive', 'darkolivegreen', 'gray', 'darkolivegreen', 'darkkhaki']","[[ 75  58  30]
 [152 128  82]
 [114  93  56]
 [174 151 107]]","[75, 58, 30, 152, 128, 82, 114, 93, 56, 174, 151, 107, 0, 0, 0]"
https://www.miumiu.com/fr/fr/p/chemise-en-popeline-avec-foulard/MK1918_10RG_F0013_S_OOO,Chemise En Popeline Avec Foulard Bleu Saphir | Miu Miu,"La chemise classique est revisitée dans cette version en popeline, agrémentée de deux poches avant et d’un foulard amovible qui rappelle l’uniforme scout traditionnel. ",1250.0,"['bleu', 'bleu saphir', 'lin']",['lin'],Chemise,https://www.miumiu.com/content/dam/miumiubkg_products/M/MK1/MK1918/10RGF0013/MK1918_10RG_F0013_S_OOO_SLF.jpg,,"['bleu', 'bleu saphir', 'lin', 'lightskyblue', 'steelblue', 'darkslateblue', 'steelblue', 'lightslategray']","[[153 201 243]
 [ 94 145 201]
 [ 46  93 155]
 [ 70 120 181]
 [136 155 177]]","[153, 201, 243, 94, 145, 201, 46, 93, 155, 70, 120, 181, 136, 155, 177]"
https://www.miumiu.com/fr/fr/p/jupe-en-satin-de-coton-teinte-en-piece/MG2381_16MS_F0393_S_OOO,Jupe En Satin De Coton Teinte En Pièce Vert Olive | Miu Miu,Cette jupe en satin de coton teinte en pièce est agrémentée d’une ceinture à imprimé logo qui lui confère un charme vintage élégant. ,1450.0,"['vert', 'olive']","['coton', 'satin']",Jupe,https://www.miumiu.com/content/dam/miumiubkg_products/M/MG2/MG2381/16MSF0393/MG2381_16MS_F0393_S_OOO_SLF.jpg,,"['vert', 'olive', 'rosybrown', 'darkolivegreen', 'darkslategray']","[[171 145 105]
 [117  94  62]
 [ 70  55  35]]","[171, 145, 105, 117, 94, 62, 70, 55, 35, 0, 0, 0, 0, 0, 0]"
https://www.miumiu.com/fr/fr/p/ballerines-tyre-en-tissu-technique-et-veau-velours/5F416E_D7C_F0424_F_005,Ballerines Tyre En Tissu Technique Et Veau Velours Gris Nuage | Miu Miu,"La Tyre allie élégance et fonctionnalité sportive. La semelle en gomme dynamique, souple et résistante rappelle le motif d’un pneu. Confectionnée en tissu technique et veau velours, cette version de la ballerine incarne l’identité audacieuse de Miu Miu. ",790.0,['gris'],['velours'],Ballerines,https://www.miumiu.com/content/dam/miumiubkg_products/5/5F4/5F416E/D7CF0424/5F416E_D7C_F0424_F_005_SLR.jpg,,"['gris', 'rosybrown', 'darkslategray', 'gray', 'dimgray', 'gray']","[[195 149 112]
 [ 76  66  61]
 [152 117  90]
 [119 116 113]
 [147 142 137]]","[195, 149, 112, 76, 66, 61, 152, 117, 90, 119, 116, 113, 147, 142, 137]"
https://www.miumiu.com/fr/fr/p/sweat-a-capuche-en-coton-molletonne/MJL025_15AV_F0324_S_OOO,Sweat À Capuche En Coton Molletonné Marron Cacao | Miu Miu,Les pièces classiques de la garde-robe décontractée sont revisitées dans des couleurs et avec des éléments de saison. Ce sweat à capuche en coton molletonné affiche une coupe courte et un cordon bicolore emblématique du style Miu Miu.,1400.0,"['marron', 'blé', 'cacao', 'marron']",['coton'],Sweat,https://www.miumiu.com/content/dam/miumiubkg_products/M/MJL/MJL025/15AVF0324/MJL025_15AV_F0324_S_OOO_SLF.jpg,,"['marron', 'blé', 'cacao', 'marron', 'black', 'gray', 'dimgray', 'darkolivegreen']","[[ 46  26  19]
 [130 116 105]
 [106  86  77]
 [ 86  55  48]]","[46, 26, 19, 130, 116, 105, 106, 86, 77, 86, 55, 48, 0, 0, 0]"
https://www.miumiu.com/fr/fr/p/short-en-coton-molletonne/MJP340_15AV_F0324_S_OOO,Short En Coton Molletonné Marron Cacao | Miu Miu,Les classiques de la garde-robe Miu Miu sont revisités dans des couleurs et avec des éléments de saison. Ce short est agrémenté d’un cordon de serrage bicolore et du logo iconique brodé.,950.0,"['marron', 'cacao', 'marron']",['coton'],Short,https://www.miumiu.com/content/dam/miumiubkg_products/M/MJP/MJP340/15AVF0324/MJP340_15AV_F0324_S_OOO_SLF.jpg,,"['marron', 'cacao', 'marron', 'black', 'gray', 'darkolivegreen', 'saddlebrown']","[[ 45  24  18]
 [135 121 112]
 [103  78  69]
 [ 91  34  37]]","[45, 24, 18, 135, 121, 112, 103, 78, 69, 91, 34, 37, 0, 0, 0]"
https://www.miumiu.com/fr/fr/p/baskets-en-cuir-nappa-et-suede-plume/5E114E_3LP9_F0UB0_F_005,Baskets En Cuir Nappa Et Suède Plume Blanc/bleu | Miu Miu,"Les baskets Plume se démarquent par leur design ultra léger et leur combinaison de matières innovante, notamment le suède et le cuir nappa délavé. Elles se hissent ainsi au statut de nouvel emblème de la polyvalence et de l’expérimentation selon Miu Miu. ",710.0,"['bleu', 'blanc']",['cuir'],Baskets,https://www.miumiu.com/content/dam/miumiubkg_products/5/5E1/5E114E/3LP9F0UB0/5E114E_3LP9_F0UB0_F_005_SLR.jpg,,"['bleu', 'blanc', 'black', 'gray', 'darkslategray', 'dimgray', 'rosybrown']","[[ 26  25  32]
 [148 144 139]
 [ 80  74  70]
 [106 105 105]
 [179 141 101]]","[26, 25, 32, 148, 144, 139, 80, 74, 70, 106, 105, 105, 179, 141, 101]"
https://www.miumiu.com/fr/fr/p/lunettes-de-soleil-miu-miu-logo/SMUA53_E1AB_F01I0_C_049,Lunettes De Soleil Miu Miu Logo Verres Vert Militaire | Miu Miu,Les lunettes de soleil Miu Miu réinterprètent les classiques avec une touche glamour. La monture en métal est dotée de verres carrés soulignés par un cerclage fin. Les branches ultra fines sont agrémentées du logo Miu Miu vertical.,390.0,['vert'],['coton'],Lunettes,https://www.miumiu.com/content/dam/miumiubkg_products/S/SMU/SMUA53/E1ABF01I0/SMUA53_E1AB_F01I0_C_049_SLF.jpg,,"['vert', 'dimgray', 'darkslategray', 'gray', 'black']","[[109 106 106]
 [ 67  72  67]
 [144 139 137]
 [ 24  24  27]]","[109, 106, 106, 67, 72, 67, 144, 139, 137, 24, 24, 27, 0, 0, 0]"
https://www.miumiu.com/fr/fr/p/blouson-en-tissu-double-tissage-a-carreaux/ML1181_16Q8_F0324_S_OOO,Blouson En Tissu Double Tissage À Carreaux Marron Cacao | Miu Miu,Le motif à carreaux de ce blouson revisite des références masculines du style Miu Miu. Le col en velours côtelé contrastant et le tissu double tissage incarnent l’équilibre entre les approches vintage et contemporaine de la marque. ,2850.0,"['marron', 'cacao', 'lin', 'marron']","['lin', 'velours']",Blouson,https://www.miumiu.com/content/dam/miumiubkg_products/M/ML1/ML1181/16Q8F0324/ML1181_16Q8_F0324_S_OOO_SLF.jpg,,"['marron', 'cacao', 'lin', 'marron', 'gainsboro', 'dimgray', 'darkslategray', 'peru', 'black']","[[229 225 216]
 [102  91  78]
 [ 67  56  43]
 [171 122  65]
 [ 34  26  15]]","[229, 225, 216, 102, 91, 78, 67, 56, 43, 171, 122, 65, 34, 26, 15]"
https://www.miumiu.com/fr/fr/p/jupe-courte-a-carreaux/MG2064_16Q8_F0324_S_LMO,Jupe Courte À Carreaux Marron Cacao | Miu Miu,"Le motif à carreaux classique est revisité sur cette jupe courte, agrémentée d’une ceinture à logo qui souligne son caractère audacieux et polyvalent.",1700.0,"['marron', 'cacao', 'marron']",['coton'],Jupe,https://www.miumiu.com/content/dam/miumiubkg_products/M/MG2/MG2064/16Q8F0324/MG2064_16Q8_F0324_S_LMO_SLF.jpg,,"['marron', 'cacao', 'marron', 'darkolivegreen', 'gray', 'dimgray', 'darkslategray']","[[ 88  78  64]
 [151 139 126]
 [121 110  96]
 [ 60  53  42]]","[88, 78, 64, 151, 139, 126, 121, 110, 96, 60, 53, 42, 0, 0, 0]"
https://www.miumiu.com/fr/fr/p/sac-ivy-en-cuir/5BG231_ACRW_F0046_V_MLN,Sac Ivy En Cuir Cognac | Miu Miu,"Le sac IVY en cuir présente un style classique, agrémenté de détails en métal et du logo lettres Miu Miu, qui apporte une touche iconique, immédiatement reconnaissable.",1700.0,"['cognac', 'sable']",['cuir'],Sac,https://www.miumiu.com/content/dam/miumiubkg_products/5/5BG/5BG231/ACRWF0046/5BG231_ACRW_F0046_V_MLN_SLF.jpg,,"['cognac', 'sable', 'sienna', 'gray', 'darkolivegreen']","[[136  86  48]
 [143 119 100]
 [ 82  53  31]]","[136, 86, 48, 143, 119, 100, 82, 53, 31, 0, 0, 0, 0, 0, 0]"
https://www.miumiu.com/fr/fr/p/robe-courte-a-carreaux/MF5712_16T5_F0594_S_OOO,Robe Courte À Carreaux Beige Liège | Miu Miu,Le motif à carreaux de cette robe reflète l’esprit audacieux et traditionnel de Miu Miu. Son col en tricot contrastant et son cordon de serrage en font la pièce idéale pour un look superposé. ,2000.0,['beige'],['coton'],Robe,https://www.miumiu.com/content/dam/miumiubkg_products/M/MF5/MF5712/16T5F0594/MF5712_16T5_F0594_S_OOO_SLF.jpg,,"['beige', 'gray', 'darkolivegreen', 'dimgray', 'black']","[[158 136 119]
 [ 91  66  52]
 [126 103  87]
 [ 38  22  15]]","[158, 136, 119, 91, 66, 52, 126, 103, 87, 38, 22, 15, 0, 0, 0]"
https://www.miumiu.com/fr/fr/p/sac-a-main-beau-en-cuir/5BB172_2CRW_F0046_V_OOO,Sac À Main Beau En Cuir Cognac | Miu Miu,"Le cuir doux et lisse met en valeur la nuance et les détails du sac Beau, tels que les ornements métalliques dorés, tandis que le logo lettres estampé apporte une touche de finition iconique.",2750.0,"['doré', 'dorés', 'cognac']",['cuir'],Sac,https://www.miumiu.com/content/dam/miumiubkg_products/5/5BB/5BB172/2CRWF0046/5BB172_2CRW_F0046_V_OOO_SLF.jpg,,"['doré', 'dorés', 'cognac', 'sienna', 'sienna', 'rosybrown', 'saddlebrown']","[[149  85  33]
 [166 110  71]
 [178 138 114]
 [ 91  54  30]]","[149, 85, 33, 166, 110, 71, 178, 138, 114, 91, 54, 30, 0, 0, 0]"
https://www.miumiu.com/fr/fr/p/accessoire-porte-cles-en-cuir/5TL530_2CUJ_F0031,Accessoire Porte-clés En Cuir Gris | Miu Miu,"Les essentiels de la garde-robe Miu Miu sont transformés en de précieux accessoires à combiner selon vos envies pour décorer vos sacs. Ce porte-clés en cuir met le sweat à capuche iconique à l’honneur, symbole de personnalité et d’expérimentation. ",490.0,['gris'],['cuir'],Accessoire,https://www.miumiu.com/content/dam/miumiubkg_products/5/5TL/5TL530/2CUJF0031/5TL530_2CUJ_F0031_SLF.jpg,,"['gris', 'gray', 'black', 'darkolivegreen', 'dimgray']","[[138 135 131]
 [ 34  34  35]
 [ 86  81  73]
 [109 106 100]]","[138, 135, 131, 34, 34, 35, 86, 81, 73, 109, 106, 100, 0, 0, 0]"
https://www.miumiu.com/fr/fr/p/lunettes-de-soleil-miu-regard/SMUA06_E22C_FE60O_C_054,Lunettes De Soleil Miu Regard Verres Indigo | Miu Miu,Les lunettes de soleil Miu Regard sont réinterprétées dans une nouvelle version classique sophistiquée. La monture associe des verres rectangulaires étroits à un cerclage fin qui accentue sa grande légèreté. Les branches sont agrémentées de l’élégant logo Miu Miu vertical.,370.0,"['vert', 'indigo']",['coton'],Lunettes,https://www.miumiu.com/content/dam/miumiubkg_products/S/SMU/SMUA06/E22CFE60O/SMUA06_E22C_FE60O_C_054_SLF.jpg,,"['vert', 'indigo', 'darkgray', 'dimgray', 'slategray', 'gray']","[[136 155 194]
 [ 90  80  86]
 [103 112 139]
 [147 139 142]]","[136, 155, 194, 90, 80, 86, 103, 112, 139, 147, 139, 142, 0, 0, 0]"
https://www.miumiu.com/fr/fr/p/caban-en-popeline-finition-resine/ML1174_15WS_F0414_S_OOO,Caban En Popeline Finition Résine Vert Forêt | Miu Miu,"Des références britanniques et des détails polyvalents définissent l’essence de ce caban en popeline à la finition résine. Le matelassage léger, doublé de pongé technique, et le col en velours côtelé de couleur contrastante reflètent l’approche expérimentale de Miu Miu. ",3500.0,"['vert', 'blé', 'lin']","['lin', 'velours']",Caban,https://www.miumiu.com/content/dam/miumiubkg_products/M/ML1/ML1174/15WSF0414/ML1174_15WS_F0414_S_OOO_SLF.jpg,,"['vert', 'blé', 'lin', 'gainsboro', 'black', 'gray', 'dimgray']","[[230 225 219]
 [ 37  37  31]
 [144 139 130]
 [113 108  99]]","[230, 225, 219, 37, 37, 31, 144, 139, 130, 113, 108, 99, 0, 0, 0]"
https://www.miumiu.com/fr/fr/p/mocassins-ruches-en-cuir-nappa/5D341E_EFX_F0002_F_005,Mocassins Ruches En Cuir Nappa Noir | Miu Miu,"Ces élégants mocassins en cuir nappa affichent des lignes légères et polyvalentes, empreintes de références vintage. Le logo doré estampé vient sublimer ce modèle, qui s’intègre aussi bien à des looks plus décontractés. ",800.0,"['noir', 'doré']",['cuir'],Mocassins,https://www.miumiu.com/content/dam/miumiubkg_products/5/5D3/5D341E/EFXF0002/5D341E_EFX_F0002_F_005_SLR.jpg,,"['noir', 'doré', 'black', 'darkslategray', 'gray', 'dimgray', 'dimgray']","[[ 22  23  23]
 [ 60  60  58]
 [141 136 130]
 [ 89  87  83]
 [117 111 100]]","[22, 23, 23, 60, 60, 58, 141, 136, 130, 89, 87, 83, 117, 111, 100]"
https://www.miumiu.com/fr/fr/p/mini-sac-aventure-en-cuir-nappa/5BP090_2BBL_F0002_V_OOO,Mini Sac Aventure En Cuir Nappa Noir | Miu Miu,Le mini sac Aventure en cuir nappa adopte une silhouette élégante. Cette version est sublimée par des proportions originales et le logo estampé qui signe ce sac intemporel de sa touche sobre.,2500.0,['noir'],['cuir'],Mini,https://www.miumiu.com/content/dam/miumiubkg_products/5/5BP/5BP090/2BBLF0002/5BP090_2BBL_F0002_V_OOO_SLF.jpg,,"['noir', 'black', 'dimgray', 'darkkhaki', 'dimgray', 'gray']","[[ 31  28  29]
 [117 109 101]
 [202 163 109]
 [ 94  85  77]
 [148 138 126]]","[31, 28, 29, 117, 109, 101, 202, 163, 109, 94, 85, 77, 148, 138, 126]"
https://www.miumiu.com/fr/fr/p/porte-cles-en-cuir/5TL531_2CUK_F0065,Porte-clés En Cuir Corde | Miu Miu,"Les éléments uniques de la garde-robe Miu Miu se transforment en accessoires précieux pour les sacs, et se marient dans des combinaisons espiègles et personnelles. Inspiré de la jupe courte iconique de Miu Miu, cet accessoire en cuir ajoute une touche unique au design d’un sac.",490.0,['corde'],['cuir'],Porte-clés,https://www.miumiu.com/content/dam/miumiubkg_products/5/5TL/5TL531/2CUKF0065/5TL531_2CUK_F0065_SLF.jpg,,"['corde', 'dimgray', 'rosybrown', 'darkslategray', 'gray']","[[108  88  76]
 [185 150 115]
 [ 58  40  33]
 [141 123 110]]","[108, 88, 76, 185, 150, 115, 58, 40, 33, 141, 123, 110, 0, 0, 0]"
https://www.miumiu.com/fr/fr/p/chemise-en-tissu-technique-a-carreaux/MK1905_16MO_F0393_S_OOO,Chemise En Tissu Technique À Carreaux Vert Olive | Miu Miu,Cette chemise en tissu technique à la texture structurée et épurée est agrémentée d’un motif à carreaux classique ainsi que du logo brodé. ,1000.0,"['vert', 'olive']",['coton'],Chemise,https://www.miumiu.com/content/dam/miumiubkg_products/M/MK1/MK1905/16MOF0393/MK1905_16MO_F0393_S_OOO_SLF.jpg,,"['vert', 'olive', 'darkslategray', 'gray', 'dimgray', 'black']","[[ 75  66  53]
 [152 142 126]
 [125 115  98]
 [ 21  16  11]]","[75, 66, 53, 152, 142, 126, 125, 115, 98, 21, 16, 11, 0, 0, 0]"
https://www.miumiu.com/fr/fr/p/jupe-midi-plissee-en-tissu-technique-a-carreaux/MG2386_16MO_F0393_S_OOO,Jupe Midi Plissée En Tissu Technique À Carreaux Vert Olive | Miu Miu,"Cette jupe midi en tissu technique au toucher structuré et sec est agrémentée de plis, d’un motif à carreaux classique et du logo brodé. ",1300.0,"['vert', 'olive']",['coton'],Jupe,https://www.miumiu.com/content/dam/miumiubkg_products/M/MG2/MG2386/16MOF0393/MG2386_16MO_F0393_S_OOO_SLF.jpg,,"['vert', 'olive', 'lightgray', 'dimgray', 'darkslategray', 'gray', 'black']","[[221 215 205]
 [103  91  77]
 [ 57  49  40]
 [133 120 104]
 [ 32  25  19]]","[221, 215, 205, 103, 91, 77, 57, 49, 40, 133, 120, 104, 32, 25, 19]"
https://www.miumiu.com/fr/fr/p/sac-beau-en-cuir/5BB117_2CRW_F0046_V_MON,Sac Beau En Cuir Cognac | Miu Miu,"Le cuir doux et lisse met en valeur les nuances et les détails du sac Beau, tels que les ornements métalliques dorés, tandis que le logo lettres estampé signe le design de sa note iconique.",2950.0,"['doré', 'dorés', 'cognac']",['cuir'],Sac,https://www.miumiu.com/content/dam/miumiubkg_products/5/5BB/5BB117/2CRWF0046/5BB117_2CRW_F0046_V_MON_SLF.jpg,,"['doré', 'dorés', 'cognac', 'sienna', 'rosybrown', 'saddlebrown']","[[140  89  61]
 [167 136 121]
 [ 94  56  33]]","[140, 89, 61, 167, 136, 121, 94, 56, 33, 0, 0, 0, 0, 0, 0]"
https://www.miumiu.com/fr/fr/p/porte-cles-miu-ballet-en-cuir/5TL533_2CUM_F0NZ2,Porte-clés Miu Ballet En Cuir Nénuphar | Miu Miu,"Les éléments uniques de la garde-robe Miu Miu se transforment en accessoires précieux pour les sacs, et se marient dans des combinaisons espiègles et personnelles. Inspiré de la célèbre chaussure Miu Ballet, cet accessoire en cuir ajoute une touche unique au design d’un sac.",490.0,['nénuphar'],['cuir'],Porte-clés,https://www.miumiu.com/content/dam/miumiubkg_products/5/5TL/5TL533/2CUMF0NZ2/5TL533_2CUM_F0NZ2_SLF.jpg,,"['nénuphar', 'dimgray', 'gray', 'darkolivegreen']","[[115  88  74]
 [158 139 128]
 [ 80  51  33]]","[115, 88, 74, 158, 139, 128, 80, 51, 33, 0, 0, 0, 0, 0, 0]"
https://www.miumiu.com/fr/fr/p/chemise-a-carreaux/MK1924_16T5_F0594_S_OOO,Chemise À Carreaux Beige Liège | Miu Miu,"Le motif à carreaux et les lignes de cette chemise rappellent l’uniforme classique des scouts, revisité dans une version à la coupe carrée avec un col en tricot, représentatifs du style Miu Miu.",1100.0,['beige'],['coton'],Chemise,https://www.miumiu.com/content/dam/miumiubkg_products/M/MK1/MK1924/16T5F0594/MK1924_16T5_F0594_S_OOO_SLF.jpg,,"['beige', 'gray', 'maroon', 'darkolivegreen', 'rosybrown']","[[141 121 107]
 [ 68  36  22]
 [ 98  77  64]
 [164 145 131]]","[141, 121, 107, 68, 36, 22, 98, 77, 64, 164, 145, 131, 0, 0, 0]"
https://www.miumiu.com/fr/fr/p/jupe-en-tissu-technique-a-carreaux-vichy-/MG2385_16QY_F0WZU_S_OOO,Jupe En Tissu Technique À Carreaux Vichy  Craie/orange | Miu Miu,Cette jupe en tissu technique est idéale pour un look décontracté. Elle est ornée d’un motif à carreaux Vichy qui met en valeur le cordon de serrage et les poches boutonnées inspirées des tenues de scout. ,1150.0,['orange'],['coton'],Jupe,https://www.miumiu.com/content/dam/miumiubkg_products/M/MG2/MG2385/16QYF0WZU/MG2385_16QY_F0WZU_S_OOO_SLF.jpg,,"['orange', 'rosybrown', 'dimgray', 'darkolivegreen']","[[165 133 114]
 [129 102  87]
 [101  75  60]]","[165, 133, 114, 129, 102, 87, 101, 75, 60, 0, 0, 0, 0, 0, 0]"
